                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    286,                0.57352,                0.61854,                0.05783,                0.34011,                 1.1207,                0.79992,                    0.8,                 0.7417,                0.26616,                 0.9999,                      1,                  0.995,                0.76644,                 2.5308,                 1.0384,                0.04172,                0.78552,                 4.0924,             0.00016932,             0.00016932,             0.00016932
                    287,                0.57378,                0.60328,                  0.057,                0.34291,                 1.1203,                0.79992,                    0.8,                0.74092,                 0.2658,                 0.9999,                      1,                  0.995,                0.76625,                  2.531,                 1.0405,                0.04171,                0.78624,                 4.0963,             0.00016094,             0.00016094,             0.00016094
                    288,                0.56981,                0.61129,                 0.0558,                 0.3418,                 1.1197,                0.79992,                    0.8,                0.74157,                0.26619,                 0.9999,                      1,                  0.995,                0.76547,                 2.5311,                 1.0437,                0.04182,                0.78608,                 4.0993,              0.0001531,              0.0001531,              0.0001531
                    289,                0.57568,                0.61018,                 0.0573,                0.34663,                 1.1203,                0.79992,                    0.8,                0.74134,                0.26636,                 0.9999,                      1,                  0.995,                0.76572,                 2.5313,                 1.0459,                0.04183,                0.78687,                 4.1021,              0.0001458,              0.0001458,              0.0001458
                    290,                0.57527,                0.59926,                0.05632,                0.34454,                  1.121,                0.79992,                    0.8,                0.74139,                0.26599,                 0.9999,                      1,                  0.995,                0.76376,                 2.5314,                 1.0484,                0.04183,                0.78734,                 4.1054,             0.00013903,             0.00013903,             0.00013903
                    291,                0.33347,                0.22742,                 0.0111,                0.18761,                0.96122,                0.79992,                    0.8,                0.74157,                0.26613,                 0.9999,                      1,                  0.995,                0.76502,                 2.5312,                 1.0503,                  0.042,                0.78584,                 4.1105,              0.0001328,              0.0001328,              0.0001328
                    292,                0.32265,                0.21598,                0.01046,                0.16332,                0.95268,                0.79992,                    0.8,                 0.7411,                0.26596,                 0.9999,                      1,                  0.995,                0.76392,                 2.5305,                 1.0516,                  0.042,                0.78527,                 4.1139,             0.00012712,             0.00012712,             0.00012712
                    293,                0.31863,                0.21088,                0.00987,                0.16065,                0.94961,                0.79992,                    0.8,                0.74095,                0.26631,                 0.9999,                      1,                  0.995,                0.76391,                 2.5299,                 1.0536,                 0.0421,                0.78573,                 4.1168,             0.00012197,             0.00012197,             0.00012197
                    294,                0.31089,                0.20431,                0.00987,                0.15751,                0.94826,                0.79992,                    0.8,                0.74079,                0.26679,                 0.9999,                      1,                  0.995,                0.76329,                 2.5293,                 1.0547,                0.04207,                 0.7858,                 4.1207,             0.00011736,             0.00011736,             0.00011736
                    295,                0.30985,                0.20565,                 0.0095,                0.15678,                0.94771,                0.79992,                    0.8,                0.74039,                0.26653,                 0.9999,                      1,                  0.995,                0.76261,                 2.5287,                  1.057,                0.04198,                0.78553,                 4.1241,             0.00011329,             0.00011329,             0.00011329
                    296,                0.30901,                0.20492,                0.01001,                0.15532,                0.94668,                0.79992,                    0.8,                0.74051,                0.26706,                 0.9999,                      1,                  0.995,                0.76103,                 2.5278,                 1.0579,                0.04194,                0.78592,                 4.1264,             0.00010977,             0.00010977,             0.00010977
                    297,                0.30823,                0.20065,                0.00911,                0.15467,                0.94378,                0.79992,                    0.8,                0.74025,                0.26703,                 0.9999,                      1,                  0.995,                0.75967,                 2.5273,                 1.0604,                0.04186,                0.78555,                  4.129,             0.00010678,             0.00010678,             0.00010678
                    298,                0.30265,                0.19818,                0.00952,                 0.1528,                0.93965,                0.79992,                    0.8,                0.74021,                0.26687,                 0.9999,                      1,                  0.995,                0.75978,                 2.5268,                 1.0617,                0.04185,                0.78606,                 4.1328,             0.00010434,             0.00010434,             0.00010434
                    299,                0.30386,                0.19804,                0.00951,                0.15257,                0.94248,                0.79992,                    0.8,                0.74141,                0.26676,                 0.9999,                      1,                  0.995,                0.75923,                 2.5264,                 1.0622,                 0.0418,                0.78638,                 4.1361,             0.00010244,             0.00010244,             0.00010244
                    300,                0.30152,                0.19786,                0.00963,                0.15138,                0.93808,                0.79992,                    0.8,                0.74031,                0.26648,                 0.9999,                      1,                  0.995,                0.75912,                  2.525,                 1.0635,                0.04174,                0.78715,                 4.1378,             0.00010109,             0.00010109,             0.00010109
